Time (HH:MM:SS.sss),X,Y,Orientation Z
13:33:26.354,-1.192246594448355,0.043704805144813175,-0.09856295438711564
13:33:26.555,-1.0722867033980559,0.026432267130827327,-0.09698081248861341
13:33:26.757,-0.9503964918747446,0.015005465932261347,-0.08607079515809889
13:33:26.958,-0.8355148195201738,-0.0037521136573473155,-0.07851922063559694
13:33:27.160,-0.7234312699093876,-0.012815061475707447,-0.07875424365492721
13:33:27.360,-0.6044192274120015,-0.021870893544152732,-0.07865948083036393
13:33:27.561,-0.48527591387997565,-0.024713526233867588,-0.0742188256901788
13:33:27.763,-0.37007431753084025,-0.033924468604457476,-0.052181285733928974
13:33:27.965,-0.24924993663962625,-0.04118841479499143,-0.0068288353984182724
13:33:28.166,-0.12825122362077374,-0.032242824029937535,0.018768719521897428
13:33:28.367,-0.02180277930528,-0.02591399814916521,0.05891070568402564
13:33:28.568,0.0897377182766707,-0.008295482774186756,0.07330521614873596
13:33:28.769,0.20394744468088963,0.012056298780630782,0.07113936407630783
13:33:28.969,0.29828148228539725,0.029116723677372558,0.016331734280750833
13:33:29.069,0.30457179216556757,0.03057398251771668,-0.007640439212628374
13:33:30.176,0.20595320128222025,0.027236246609988267,0.007329473793608475
13:33:30.880,0.11676626643965869,0.024777533056259987,0.00821415828040521
13:33:31.685,0.010777016681737228,0.023991166824623645,0.015436205030899335
13:33:42.040,-0.016694037184826906,0.021831740874997806,-0.07642516267051122
13:33:42.544,-0.023691624169110255,0.021715748904683165,-0.011485868341365175
